,Unnamed: 0,Experience Level,Employment Type,Job Title,Salary,Remote?
0,1.0,0.0,0.5,-0.3891783567134269,-0.3400330469617516,-0.5
1,0.0,0.0,0.0,-0.2785571142284569,1.296375991541678,-0.5
2,0.0,0.0,1.0,0.14468937875751503,-0.24111530839403456,0.5
3,0.0,0.0,-0.5,0.5967935871743487,0.5313016358777368,-0.5
4,1.0,0.0,0.5,-0.07174348697394789,-0.021252065435109473,-0.5
5,1.0,0.0,-0.5,-0.8973947895791583,-0.3426895551411403,0.5
6,0.0,0.0,-0.5,0.2088176352705411,0.5313016358777368,-0.5
7,1.0,0.0,1.0,-0.5182364729458918,-0.7896736214050804,0.0
8,2.0,0.0,1.0,-0.5687374749498998,-0.49942353772507264,-0.5
9,0.0,0.0,1.0,-0.4212424849699399,-0.6772501952533512,-0.5
10,0.0,0.0,0.5,-0.2216432865731463,0.6375619630532843,0.5
11,0.0,0.0,-0.5,-0.8909819639278557,-0.5831991796702742,0.5
12,0.0,0.0,0.5,0.5503006012024048,0.6774095857441145,0.5
13,0.0,0.0,-0.5,-0.2280561122244489,0.7810134047402731,-0.5
14,1.0,0.0,0.0,-0.2440881763527054,0.5313016358777368,-0.5
15,0.0,0.0,-0.5,-1.0088176352705411,-0.4691712225781943,0.5
16,0.0,0.0,-0.5,-0.3306613226452906,1.5439625538607034,0.5
17,0.0,0.0,0.0,0.24649298597194388,0.9563429445799264,-0.5
18,0.0,0.0,-0.5,-0.22324649298597193,0.6563169107997684,-0.5
19,1.0,0.0,1.0,-0.2496993987975952,1.0626032717554736,-0.5
20,0.0,0.0,0.0,-0.34188376753507016,1.3091272308027437,-0.5
21,0.0,0.0,-0.5,0.2777555110220441,0.4473559774090544,-0.5
22,1.0,0.0,1.0,-0.17755511022044088,0.2173023690739944,0.5
23,0.0,0.0,0.0,-0.37635270541082166,-0.5649542814942328,0.0
24,0.0,0.0,0.0,0.4997995991983968,0.21252065435109474,-0.5
25,3.0,0.0,0.0,0.6761523046092185,0.607809071444131,0.5
26,1.0,0.0,0.0,-0.11743486973947896,-0.24971176886253632,-0.5
27,1.0,0.0,0.0,1.0,-0.21252065435109474,0.5
28,0.0,0.0,0.5,0.9470941883767535,-0.10626032717554737,0.5
29,0.0,0.0,1.0,-0.024448897795591184,0.4781714722899632,-0.5
30,2.0,0.0,0.0,0.21683366733466933,0.053130163587773685,-0.5
31,1.0,0.0,-0.5,0.34909819639278555,0.0,-0.5
32,0.0,0.0,1.0,0.29218436873747494,0.15939049076332107,-0.5
33,0.0,0.0,0.0,0.11102204408817636,1.700165234808758,0.5
34,1.0,0.0,0.5,-0.7555110220440882,-0.6790034906517477,0.5
35,3.0,0.0,0.5,0.1967935871743487,0.2656508179388684,-0.5
36,0.0,0.0,0.0,0.5975951903807615,0.9563429445799264,-0.5
37,0.0,0.0,0.0,-0.92625250501002,-0.40378924326708004,0.5
38,0.0,0.0,0.5,-0.6208416833667335,-0.5308659685363172,0.5
